Greedy_RefOnly	Greedy_Nr	Greedy_NrEuk	MEM_RefOnly	MEM_Nr	MEM_NrEuk	averVal	COV	taxonomy
0	0	28	0	0	17	7.5	1.61713	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Saccharomycotina__Saccharomycetes__Saccharomycetales__Dipodascaceae__Geotrichum__Geotrichum__candidum
17	0	0	28	0	0	7.5	1.61713	root__cellular__organisms__Bacteria__Terrabacteria__group__Deinococcus-Thermus__Deinococci__Deinococcales__Deinococcaceae__Deinococcus__Deinococcus__deserti__Deinococcus__deserti__VCD115
0	0	28	0	0	17	7.5	1.61713	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__Taphrinomycotina__Taphrinomycetes__Taphrinales__Taphrinaceae__Taphrina__Taphrina__deformans__Taphrina__deformans__PYCC__5710
0	0	29	0	0	16	7.5	1.6433	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Mucoromycota__Mucoromycotina__Mucorales__Mucorineae__Mucoraceae__Parasitella__Parasitella__parasitica
30	0	0	15	0	0	7.5	1.67332	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Synechococcales__Synechococcaceae__Synechococcus__Synechococcus__sp.__PCC__6312
33	0	0	12	0	0	7.5	1.78438	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Pseudomonadaceae__Pseudomonas__Pseudomonas__sp.__S-6-2
0	0	0	0	0	45	7.5	2.44949	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia
0	0	0	0	0	45	7.5	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta
0	11	11	0	11	11	7.33333	0.7746	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Capnocytophaga__Capnocytophaga__canimorsus
0	11	11	0	11	11	7.33333	0.7746	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Nocardiaceae__Nocardia__Nocardia__sp.__BMG111209
0	11	11	0	11	11	7.33333	0.7746	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Flammeovirgaceae__Marivirga__Marivirga__sericea
0	11	11	0	11	11	7.33333	0.7746	root__cellular__organisms__Bacteria__unclassified__Bacteria__Bacteria__candidate__phyla__Candidatus__Aminicenantes__unclassified__Aminicenantes__Candidatus__Aminicenantes__bacterium__RBG_16_63_16
0	11	11	0	11	11	7.33333	0.7746	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Nocardiaceae__Nocardia__Nocardia__jiangxiensis
0	11	11	0	11	11	7.33333	0.7746	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Xanthomonadales__Xanthomonadaceae__Xanthomonas__Xanthomonas__massiliensis
0	11	10	0	11	12	7.33333	0.77938	root__cellular__organisms__Bacteria__unclassified__Bacteria__Bacteria__candidate__phyla__Patescibacteria__group__Parcubacteria__group__Candidatus__Moranbacteria
0	11	12	0	11	10	7.33333	0.77938	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Roseobacter__Roseobacter__litoralis
0	11	10	0	11	12	7.33333	0.77938	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Oscillatoriophycideae__Oscillatoriales__Microcoleaceae__Planktothrix__Planktothrix__agardhii
0	11	10	0	11	12	7.33333	0.77938	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Deltaproteobacteria__Bdellovibrionales__Pseudobacteriovoracaceae__Pseudobacteriovorax__Pseudobacteriovorax__antillogorgiicola
0	11	10	0	11	12	7.33333	0.77938	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Frankiales__unclassified__Frankiales__unclassified__Frankiales__(miscellaneous)__Frankineae__bacterium__MT45
0	11	10	0	11	12	7.33333	0.77938	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Caballeronia
0	10	10	0	10	14	7.33333	0.80289	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Nocardiaceae__Rhodococcus__Rhodococcus__fascians
0	10	10	0	10	14	7.33333	0.80289	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptosporangiales__Streptosporangiaceae__Herbidospora__Herbidospora__cretacea
0	15	14	0	15	0	7.33333	1.09658	root__cellular__organisms__Bacteria__Proteobacteria__Candidatus__Muproteobacteria__Candidatus__Muproteobacteria__bacterium__RBG_16_60_9
0	15	14	0	15	0	7.33333	1.09658	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pasteurellales__Pasteurellaceae__Haemophilus__Haemophilus__influenzae
0	15	14	0	15	0	7.33333	1.09658	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Pelomonas__Pelomonas__sp.__Root1237
0	0	22	0	0	22	7.33333	1.54919	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Chytridiomycota__Chytridiomycetes__Rhizophydiales__Rhizophydiales__incertae__sedis__Batrachochytrium
0	22	0	0	22	0	7.33333	1.54919	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__unclassified__Gammaproteobacteria__unclassified__Gammaproteobacteria__(miscellaneous)__Gammaproteobacteria__bacterium__2W06
0	0	23	0	0	21	7.33333	1.55159	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Saccharomycotina__Saccharomycetes__Saccharomycetales__Lipomycetaceae__Lipomyces__Lipomyces__starkeyi__Lipomyces__starkeyi__NRRL__Y-11557
23	0	0	21	0	0	7.33333	1.55159	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Rubrobacteria__Rubrobacterales__Rubrobacteraceae__Rubrobacter__Rubrobacter__radiotolerans
20	0	0	24	0	0	7.33333	1.55877	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Kineosporiales__Kineosporiaceae__Kineococcus__Kineococcus__radiotolerans__Kineococcus__radiotolerans__SRS30216__=__ATCC__BAA-149
0	0	24	0	0	20	7.33333	1.55877	root__cellular__organisms__Eukaryota__Alveolata__Ciliophora__Intramacronucleata__Oligohymenophorea__Scuticociliatia__Philasterida__Pseudocohnilembidae__Pseudocohnilembus__Pseudocohnilembus__persalinus
25	0	0	19	0	0	7.33333	1.57065	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Chlorobi__Chlorobia__Chlorobiales__Chlorobiaceae__Chlorobium/Pelodictyon__group__Chlorobium__Chlorobium__phaeobacteroides__Chlorobium__phaeobacteroides__DSM__266
19	0	0	25	0	0	7.33333	1.57065	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Propionibacteriales__Nocardioidaceae__Nocardioides__Nocardioides__dokdonensis__Nocardioides__dokdonensis__FR1436
19	0	0	25	0	0	7.33333	1.57065	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Porphyromonadaceae__Parabacteroides__Parabacteroides__sp.__YL27
26	0	0	18	0	0	7.33333	1.58714	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Nitrosomonadales__Nitrosomonadaceae__Nitrosomonas__Nitrosomonas__sp.__AL212
0	0	27	0	0	17	7.33333	1.60809	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Basidiomycota__Agaricomycotina__Agaricomycetes__Agaricomycetes__incertae__sedis__Auriculariales__Exidiaceae__Exidia__Exidia__glandulosa__Exidia__glandulosa__HHB12029
17	0	0	27	0	0	7.33333	1.60809	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Mycobacteriaceae__Mycobacterium__Mycobacterium__sp.__JS623
0	0	16	0	0	28	7.33333	1.63333	root__cellular__organisms__Eukaryota__Viridiplantae__Chlorophyta__prasinophytes__Mamiellophyceae__Mamiellales__Bathycoccaceae__Ostreococcus__Ostreococcus__tauri
30	0	0	14	0	0	7.33333	1.69589	root__cellular__organisms__Bacteria__Terrabacteria__group__Deinococcus-Thermus__Deinococci__Deinococcales__Deinococcaceae__Deinococcus__Deinococcus__swuensis
33	0	0	11	0	0	7.33333	1.81659	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Paenibacillaceae__Paenibacillus__Paenibacillus__sp.__Y412MC10
0	11	10	0	11	11	7.16667	0.77648	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Oxalobacteraceae__Massilia__Massilia__yuzhufengensis
0	11	11	0	11	10	7.16667	0.77648	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Alcaligenaceae__Bordetella__Bordetella__sp.__FB-8
0	11	10	0	11	11	7.16667	0.77648	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Chitinimonas__Chitinimonas__taiwanensis
0	11	11	0	11	10	7.16667	0.77648	root__cellular__organisms__Bacteria__unclassified__Bacteria__Bacteria__candidate__phyla__candidate__division__KSB1__unclassified__candidate__division__KSB1__candidate__division__KSB1__bacterium__RBG_16_48_16
0	11	11	0	11	10	7.16667	0.77648	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Alcaligenaceae__Achromobacter__Achromobacter__piechaudii
0	11	11	0	11	10	7.16667	0.77648	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptosporangiales__Streptosporangiaceae__Thermoactinospora__Thermoactinospora__rubra
0	11	11	0	11	10	7.16667	0.77648	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Sinorhizobium/Ensifer__group__Sinorhizobium__Sinorhizobium__sp.__A49
0	11	11	0	11	10	7.16667	0.77648	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__unclassified__Verrucomicrobia__unclassified__Verrucomicrobia__(miscellaneous)__Verrucomicrobia__bacterium__SCGC__AAA168-F10
0	11	11	0	11	10	7.16667	0.77648	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis__Sphingopyxis__sp.__RIFCSPHIGHO2_12_FULL_65_19
0	11	10	0	11	11	7.16667	0.77648	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__unclassified__Gammaproteobacteria__unclassified__Gammaproteobacteria__(miscellaneous)__Gammaproteobacteria__bacterium__RIFCSPHIGHO2_12_FULL_41_15
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Candidatus__Symbiobacter__Candidatus__Symbiobacter__mobilis
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Lactobacillales__Enterococcaceae__Enterococcus__Enterococcus__sp.__kppr-6
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Phycisphaerae__unclassified__Phycisphaerae__Phycisphaerae__bacterium__SM23_30
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Woodsholea__Woodsholea__maritima
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Rikenellaceae__Millionella__Millionella__massiliensis
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Pelomonas__Pelomonas__sp.__Root1444
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Acidovorax__Acidovorax__konjaci
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Rhodocyclales__Rhodocyclaceae__Methyloversatilis__Methyloversatilis__universalis
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Asticcacaulis__Asticcacaulis__biprosthecium
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Pseudonocardiales__Pseudonocardiaceae__Pseudonocardia__Pseudonocardia__sp.__73-21
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Aurantimonadaceae__Aurantimonas__Aureimonas__phyllosphaerae
0	10	10	0	10	13	7.16667	0.79138	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Acidovorax__Acidovorax__sp.__CCH12-A4
0	15	13	0	15	0	7.16667	1.10017	root__cellular__organisms__Bacteria__unclassified__Bacteria__Candidatus__Kapabacteria__Candidatus__Kapabacteria__sp.__59-99
0	15	13	0	15	0	7.16667	1.10017	root__cellular__organisms__Bacteria__Balneolaeota__Balneolia__Balneolales__Balneolaceae__Balneola__Balneola__vulgaris
17	0	0	15	0	11	7.16667	1.12813	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Pseudomonadaceae__Pseudomonas__Pseudomonas__chlororaphis__group__Pseudomonas__chlororaphis
0	0	22	0	0	21	7.16667	1.54982	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__dothideomyceta__Dothideomycetes__Dothideomycetidae__Capnodiales__Teratosphaeriaceae__Baudoinia__Baudoinia__panamericana__Baudoinia__panamericana__UAMH__10762
21	0	0	22	0	0	7.16667	1.54982	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Nostocales__Rivulariaceae__Calothrix__Calothrix__parietina__Calothrix__sp.__PCC__6303
23	0	0	20	0	0	7.16667	1.55484	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Thermoanaerobacterales__Thermoanaerobacterales__Family__IV.__Incertae__Sedis__Mahella__Mahella__australiensis__Mahella__australiensis__50-1__BON
23	0	0	20	0	0	7.16667	1.55484	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Elizabethkingia__Elizabethkingia__genomosp.__3
20	0	0	23	0	0	7.16667	1.55484	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Halomonadaceae__Halomonas__Halomonas__sp.__'Soap__Lake__#7'
24	0	0	19	0	0	7.16667	1.56482	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Paenibacillaceae__Paenibacillus__Paenibacillus__beijingensis
24	0	0	19	0	0	7.16667	1.56482	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Prevotellaceae__Prevotella__Prevotella__sp.__oral__taxon__299__Prevotella__sp.__oral__taxon__299__str.__F0039
24	0	0	19	0	0	7.16667	1.56482	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Mycobacteriaceae__Mycobacterium__Mycobacterium__chubuense__Mycobacterium__chubuense__NBB4
24	0	0	19	0	0	7.16667	1.56482	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micrococcales__Micrococcaceae__Arthrobacter__Arthrobacter__alpinus
19	0	0	24	0	0	7.16667	1.56482	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micrococcales__Promicromonosporaceae__Cellulosimicrobium__Cellulosimicrobium__sp.__TH-20
18	0	0	25	0	0	7.16667	1.57968	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Mycobacteriaceae__Hoyosella__Hoyosella__subflava__Hoyosella__subflava__DQS3-9A1
25	0	0	18	0	0	7.16667	1.57968	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Pseudomonadaceae__Azotobacter__group__Azotobacter__Azotobacter__chroococcum__Azotobacter__chroococcum__NCIMB__8003
0	0	18	0	0	25	7.16667	1.57968	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Basidiomycota__Ustilaginomycotina__Exobasidiomycetes__Ceraceosorales__Ceraceosoraceae__Ceraceosorus__Ceraceosorus__bombacis
25	0	0	18	0	0	7.16667	1.57968	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Deltaproteobacteria__Syntrophobacterales__Syntrophaceae__Desulfobacca__Desulfobacca__acetoxidans__Desulfobacca__acetoxidans__DSM__11109
17	0	0	26	0	0	7.16667	1.59928	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptomycetales__Streptomycetaceae__Streptomyces__Streptomyces__aureofaciens
26	0	0	17	0	0	7.16667	1.59928	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Oceanospirillaceae__Marinomonas__Marinomonas__mediterranea__Marinomonas__mediterranea__MMB-1
16	0	0	27	0	0	7.16667	1.62345	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptomycetales__Streptomycetaceae__Streptomyces__Streptomyces__scabiei__Streptomyces__scabiei__87.22
0	0	12	0	0	31	7.16667	1.76149	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Basidiomycota__Agaricomycotina__Agaricomycetes__Agaricomycetes__incertae__sedis__Russulales__Peniophoraceae__Peniophora__Peniophora__sp.__CONT
0	0	0	0	0	43	7.16667	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Basidiomycota__Agaricomycotina__Tremellomycetes
0	10	11	0	10	11	7	0.77723	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Burkholderia__Burkholderia__calidae
0	11	10	0	11	10	7	0.77723	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Chromatiales__Chromatiaceae__Thiocystis__Thiocystis__violascens
0	10	10	0	10	12	7	0.78246	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Rhodocyclales__Rhodocyclaceae__Methyloversatilis__Methyloversatilis__discipulorum
0	10	10	0	10	12	7	0.78246	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Rhodocyclales__Rhodocyclaceae__Dechloromonas__Dechloromonas__agitata
0	10	10	0	10	12	7	0.78246	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__unclassified__Betaproteobacteria__unclassified__Betaproteobacteria__(miscellaneous)__Betaproteobacteria__bacterium__RIFCSPLOWO2_12_FULL_66_14
0	10	10	0	10	12	7	0.78246	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Alteromonas__Alteromonas__lipolytica
0	10	10	0	10	12	7	0.78246	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Loktanella__Loktanella__sp.__DSM__29012
0	10	10	0	10	12	7	0.78246	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Hyphomonadaceae__Hyphomonas__Hyphomonas__johnsonii
0	10	10	0	10	12	7	0.78246	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Lachnospiraceae__Butyrivibrio
0	10	10	0	10	12	7	0.78246	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Polynucleobacter__Polynucleobacter__sinensis
0	10	10	0	10	12	7	0.78246	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Nostocales__Nostocaceae__Anabaena__Anabaena__sp.__CRKS33
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__sp.__ACAM__123
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Polaribacter__Polaribacter__sp.__Hel_I_88
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Asticcacaulis__Asticcacaulis__taihuensis
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Nitrosomonadales__Nitrosomonadaceae__Nitrosospira__Nitrosospira__multiformis
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Devosia__Devosia__epidermidihirudinis
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__unclassified__Betaproteobacteria__unclassified__Betaproteobacteria__(miscellaneous)__Betaproteobacteria__bacterium__RIFCSPLOWO2_12_FULL_68_19
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__unclassified__Bacteria__Bacteria__candidate__phyla__Patescibacteria__group__Parcubacteria__group__Candidatus__Parcubacteria__unclassified__Parcubacteria__Parcubacteria__bacterium__C7867-007
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Oceanospirillaceae__Marinobacterium
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__sp.__JS21-1
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__sp.__KJJ
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Variovorax__Variovorax__boronicumulans
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__cauense
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Formosa__Formosa__algae
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Phyllobacteriaceae__Aminobacter__Aminobacter__sp.__Root100
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Idiomarinaceae__Idiomarina
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__urocaniciphilum
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__sasangense
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Nitrosomonadales__Nitrosomonadaceae__Nitrosovibrio__Nitrosovibrio__sp.__Nv6
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Aurantimonadaceae__Aureimonas__Aureimonas__sp.__AU22
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Bacteroidaceae__Bacteroides__environmental__samples__uncultured__Bacteroides__sp.
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__unclassified__Bacteria__Bacteria__candidate__phyla__candidate__division__NC10__unclassified__candidate__division__NC10
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Rhodocyclales__unclassified__Rhodocyclales
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Formosa__Formosa__sp.__Hel1_31_208
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__unclassified__Burkholderiales__Burkholderiales__Genera__incertae__sedis__Tepidimonas__Tepidimonas__taiwanensis
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Marinilabiliales__Marinifilaceae__Marinifilum__Marinifilum__fragile
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Leisingera__Leisingera__sp.__JC1
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Paraburkholderia__Paraburkholderia__nodosa
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Thiotrichales__Thiotrichaceae__Thiothrix__Thiothrix__disciformis
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__unclassified__Bacteroidetes__unclassified__Bacteroidetes__(miscellaneous)__Bacteroidetes__bacterium__RBG_13_43_22
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Rhodospirillaceae__Magnetospirillum__Magnetospirillum__sp.__64-120
0	14	14	0	14	0	7	1.09545	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__tucsonensis
18	0	0	14	0	10	7	1.15352	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Clostridiaceae__Clostridium__Clostridium__beijerinckii
21	0	0	21	0	0	7	1.54919	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Deltaproteobacteria__Desulfobacterales__Desulfobulbaceae__Desulfurivibrio__Desulfurivibrio__alkaliphilus__Desulfurivibrio__alkaliphilus__AHT__2
