Greedy_RefOnly	Greedy_Nr	Greedy_NrEuk	MEM_RefOnly	MEM_Nr	MEM_NrEuk	averVal	COV	taxonomy
456	179	176	350	179	244	264	0.438	root__Viruses__ssDNA__viruses__Microviridae__Gokushovirinae__unclassified__Gokushovirinae__Gokushovirinae__Fen672_31
628	124	124	489	124	88	262.833	0.88885	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Limnohabitans__Limnohabitans__sp.__63ED37-2
0	395	396	0	395	379	260.833	0.77498	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__sp.__ST-bin5
126	297	296	213	297	334	260.5	0.29573	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Paracoccus
777	49	49	598	49	29	258.5	1.30436	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Blastomonas__Blastomonas__sp.__RAC04
0	406	407	0	406	331	258.333	0.78279	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Flavihumibacter__Flavihumibacter__petaseus
862	0	0	686	0	0	258	1.56414	root__cellular__organisms__Bacteria__Terrabacteria__group__Armatimonadetes__Fimbriimonadia__Fimbriimonadales__Fimbriimonadaceae__Fimbriimonas__Fimbriimonas__ginsengisoli__Fimbriimonas__ginsengisoli__Gsoil__348
916	0	0	615	0	0	255.167	1.59347	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Runella__Runella__slithyformis__Runella__slithyformis__DSM__19594
297	182	177	321	182	370	254.833	0.33338	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Burkholderia
514	185	185	352	185	108	254.833	0.5894	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__pneumophila
520	180	180	354	180	109	253.833	0.60575	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Planctomycetaceae__Planctomyces__Planctomyces__sp.__SH-PL14
684	96	96	499	96	49	253.333	1.06189	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Croceicoccus__Croceicoccus__naphthovorans
0	0	275	0	0	1234	251.5	1.96316	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi
646	89	89	496	89	96	250.833	1.00668	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__moscoviensis
922	0	0	574	0	0	249.333	1.61084	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__capsulatus__Rhodobacter__capsulatus__SB__1003
0	412	400	0	412	267	248.5	0.80536	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__unclassified__Sphingobacteriales__unclassified__Sphingobacteriales__(miscellaneous)__Sphingobacteriales__bacterium__44-15
650	93	93	491	93	60	246.667	1.03844	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__panacis
0	388	391	0	388	307	245.667	0.78532	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__luteum
623	116	116	429	116	74	245.667	0.92088	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__gilvum
0	416	418	0	416	221	245.167	0.834	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niastella__Niastella__yeongjuensis
0	398	398	0	398	268	243.667	0.80168	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__acidiphilum
0	396	394	0	396	255	240.167	0.80698	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__unclassified__Bacteroidetes__unclassified__Bacteroidetes__(miscellaneous)__Bacteroidetes__bacterium__43-93
0	392	391	0	392	250	237.5	0.80831	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__lablabi
685	78	77	443	78	54	235.833	1.12632	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__cryoconitis
0	394	392	0	394	234	235.667	0.81766	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__FSW06-99
0	380	371	0	380	278	234.833	0.79174	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobia__subdivision__3__Pedosphaera__Pedosphaera__parvula
858	0	0	545	0	0	233.833	1.60598	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Solitalea__Solitalea__canadensis__Solitalea__canadensis__DSM__3403
203	151	151	462	151	282	233.333	0.52808	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae
599	90	88	458	90	69	232.333	1.00647	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__sp.__EP60837
0	0	145	0	0	1248	232.167	2.15803	root__cellular__organisms__Eukaryota
116	116	113	486	116	445	232	0.78162	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae
0	376	372	0	376	268	232	0.79483	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__sp.__OK283
566	120	119	390	120	70	230.833	0.86775	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Altererythrobacter__Altererythrobacter__dongtanensis
812	0	0	549	0	0	226.833	1.59199	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__heparinus__Pedobacter__heparinus__DSM__2366
637	51	51	527	51	41	226.333	1.22701	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Sphingobacterium__Sphingobacterium__sp.__21
0	340	335	0	340	341	226	0.77465	root__cellular__organisms__Bacteria__Acidobacteria__unclassified__Acidobacteria__unclassified__Acidobacteria__(miscellaneous)
509	144	143	307	144	102	224.833	0.69577	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__japonicum
99	161	160	320	161	444	224.167	0.58258	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae
0	353	353	0	353	275	222.333	0.78642	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__mallensis
0	351	351	0	351	273	221	0.78657	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__sp.__URHA0002
693	0	0	630	0	0	220.5	1.55183	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Methylotenera__Methylotenera__mobilis__Methylotenera__mobilis__JLW8
0	331	325	0	331	320	217.833	0.77483	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__unclassified__Bacteroidetes__unclassified__Bacteroidetes__(miscellaneous)
482	124	125	319	124	109	213.833	0.71841	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__rigui
0	354	354	0	354	221	213.833	0.81119	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__rupis
0	338	328	0	338	278	213.667	0.78156	root__cellular__organisms__Bacteria__Terrabacteria__group__Chloroflexi__unclassified__Chloroflexi__unclassified__Chloroflexi__(miscellaneous)__Chloroflexi__bacterium__54-19
0	327	323	0	327	297	212.333	0.77639	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Lactobacillales__Enterococcaceae__Enterococcus__Enterococcus__faecalis
0	328	329	0	328	281	211	0.77946	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__fluvii
534	99	99	362	99	66	209.833	0.91863	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis__Sphingopyxis__macrogoltabida
0	341	338	0	341	222	207	0.80546	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Flavihumibacter__Flavihumibacter__sp.__CACIAM__22H1
0	323	321	0	323	274	206.833	0.77987	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__spitsbergense
0	318	317	0	318	281	205.667	0.77767	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__Verrucomicrobium
679	0	0	550	0	0	204.833	1.56194	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__wittichii__Sphingomonas__wittichii__RW1
0	339	338	0	339	212	204.667	0.81084	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Methylotenera__Methylotenera__sp.__RIFCSPLOWO2_02_FULL_45_14
0	335	330	0	335	226	204.333	0.80092	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Gemmataceae__Zavarzinella__Zavarzinella__formosa
737	0	0	486	0	0	203.833	1.59738	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Dyadobacter__Dyadobacter__fermentans__Dyadobacter__fermentans__DSM__18053
0	331	330	0	331	225	202.833	0.80044	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__unclassified__Chitinophagaceae__Chitinophagaceae__bacterium__IBVUCB1
441	112	112	342	112	90	201.5	0.74793	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__japonica
0	333	333	0	333	208	201.167	0.81112	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__capsulatus
0	330	331	0	330	214	200.833	0.80643	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__AP12
694	14	14	455	14	0	198.5	1.51609	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Thioclava__Thioclava__sp.__25B10_4
87	108	107	314	108	463	197.833	0.78465	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae
150	134	135	237	134	389	196.5	0.52124	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Mycobacteriaceae__Mycobacterium
0	210	209	0	210	523	192	0.99974	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Lactobacillales__Enterococcaceae__Enterococcus
575	61	63	339	61	49	191.333	1.14437	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__sp.__PACM__27299
512	81	81	328	81	59	190.333	0.98441	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Altererythrobacter__Altererythrobacter__atlanticus
0	314	316	0	314	194	189.667	0.81285	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__barchaimii
0	226	223	0	226	450	187.5	0.90335	root__Viruses__ssDNA__viruses__Microviridae__Gokushovirinae__unclassified__Gokushovirinae__Gokushovirus__WZ-2015a
0	288	284	0	288	260	186.667	0.77661	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__niabensis
0	300	300	0	300	220	186.667	0.79218	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__AAP93
0	281	281	0	281	269	185.333	0.775	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Polynucleobacter__Polynucleobacter__yangtzensis
0	308	307	0	308	184	184.5	0.81694	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niabella__Niabella__soli
465	77	77	351	77	54	183.5	0.96903	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Celeribacter__Celeribacter__indicus
145	23	20	724	23	156	181.833	1.50131	root
0	281	280	0	281	234	179.333	0.78113	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__yanoikuyae
203	160	159	203	160	189	179	0.12173	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Rhizobium/Agrobacterium__group
15	194	194	54	194	415	177.667	0.79153	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales
0	294	294	0	294	182	177.333	0.8123	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__NDB2Meth1
468	81	80	291	81	51	175.333	0.95905	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Paracoccus__Paracoccus__yeei
0	292	291	0	292	174	174.833	0.81728	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__unclassified__Rhodobacteraceae
0	286	284	0	286	188	174	0.80433	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Pseudarcicella__Pseudarcicella__hirudinis
587	0	0	446	0	0	172.167	1.57069	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__fallonii__Legionella__fallonii__LLAP-10
65	58	54	493	58	299	171.167	1.07894	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales
0	283	281	0	283	169	169.333	0.81683	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__tardaugens
0	284	282	0	284	166	169.333	0.81978	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__pineti
439	67	67	337	67	39	169.333	1.02025	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__sp.__JJ-A5
319	126	120	220	126	94	167.5	0.51226	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Isosphaeraceae__Paludisphaera__Paludisphaera__borealis
361	96	96	276	96	80	167.5	0.71745	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Planctomycetaceae__Fuerstia__Fuerstia__marisgermanicae
0	273	273	0	273	186	167.5	0.80029	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__unclassified__Rhodobacteraceae__Rhodobacteraceae__bacterium__CG2_30_10_405
0	277	276	0	277	174	167.333	0.81023	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Gemmobacter__Gemmobacter__nectariphilus
0	270	268	0	270	195	167.167	0.79352	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__ruber
0	278	278	0	278	165	166.5	0.81798	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__nitrogenifigens
573	0	0	420	0	0	165.5	1.57654	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__sanxanigenens__Sphingomonas__sanxanigenens__DSM__19645__=__NX02
556	19	19	362	19	16	165.167	1.42721	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Confluentimicrobium__Confluentimicrobium__sp.__EMB200-NS6
209	87	87	360	87	160	165	0.65409	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae
543	0	0	445	0	0	164.667	1.56058	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Roseovarius__Roseovarius__mucosus
439	57	57	334	57	42	164.333	1.0671	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Candidatus__Nitrospira__inopinata
0	255	254	0	255	218	163.667	0.77944	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__sp.__SCGC__AG-212-E16
0	264	262	0	264	192	163.667	0.79279	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__sp.__SG-bin2
88	138	138	245	138	232	163.167	0.37765	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae
